add-yield-none,2,10,40,155201,3880,1
add-yield-none,4,10,80,188461,2355,0
add-yield-none,8,10,160,306304,1914,3
add-yield-none,12,10,240,464806,1936,1
add-yield-none,2,20,80,167067,2088,0
add-yield-none,4,20,160,205155,1282,1
add-yield-none,8,20,320,333723,1042,2
add-yield-none,12,20,480,443787,924,1
add-yield-none,2,40,160,178723,1117,0
add-yield-none,4,40,320,244213,763,1
add-yield-none,8,40,640,364869,570,1
add-yield-none,12,40,960,442497,460,2
add-yield-none,2,80,320,278202,869,0
add-yield-none,4,80,640,322173,503,1
add-yield-none,8,80,1280,466541,364,0
add-yield-none,12,80,1920,539323,280,4
add-yield-none,2,100,400,316197,790,0
add-yield-none,4,100,800,380033,475,1
add-yield-none,8,100,1600,419078,261,3
add-yield-none,12,100,2400,545706,227,2
add-yield-none,2,1000,4000,1979580,494,0
add-yield-none,4,1000,8000,1975570,246,0
add-yield-none,8,1000,16000,2244218,140,9
add-yield-none,12,1000,24000,2784702,116,12
add-yield-none,2,10000,40000,17970520,449,1
add-yield-none,4,10000,80000,18778208,234,43
add-yield-none,8,10000,160000,20870838,130,109
add-yield-none,12,10000,240000,25291026,105,109
add-yield-none,2,100000,400000,173615537,434,3
add-yield-none,4,100000,800000,183151228,228,550
add-yield-none,8,100000,1600000,209386678,130,1043
add-yield-none,12,100000,2400000,267206119,111,1619
add-none,1,100,200,149047,745,0
add-none,1,1000,2000,158333,79,0
add-none,1,10000,20000,254971,12,0
add-none,1,100000,200000,1277771,6,0
add-none,1,1000000,2000000,11597348,5,0
add-none,2,100,400,82779,206,0
add-none,2,1000,4000,198542,49,11
add-none,2,10000,40000,761645,19,136
add-none,2,100000,400000,6026151,15,1634
add-none,2,1000000,4000000,62724803,15,16047
add-none,4,100,800,171569,214,0
add-none,4,1000,8000,272322,34,39
add-none,4,10000,80000,1658613,20,502
add-none,4,100000,800000,17840884,22,3774
add-none,4,1000000,8000000,176251696,22,44880
add-yield-none,1,100,200,309292,1546,0
add-yield-none,1,1000,2000,1644880,822,0
add-yield-none,1,10000,20000,15318692,765,0
add-yield-none,1,100000,200000,149693336,748,0
add-yield-none,1,1000000,2000000,1516936587,758,0
add-yield-none,2,100,400,324308,810,1
add-yield-none,2,1000,4000,1931204,482,0
add-yield-none,2,10000,40000,18058805,451,0
add-yield-none,2,100000,400000,176858562,442,1
add-yield-none,2,1000000,4000000,1743159748,435,12
add-yield-none,4,100,800,377763,472,1
add-yield-none,4,1000,8000,1998324,249,1
add-yield-none,4,10000,80000,18869677,235,18
add-yield-none,4,100000,800000,190287709,237,838
add-yield-none,4,1000000,8000000,1873750096,234,2932
add-yield-m,2,10000,40000,51574940,1289,0
add-yield-m,4,10000,80000,133835932,1672,0
add-yield-m,8,10000,160000,282354518,1764,0
add-yield-m,12,10000,240000,438581166,1827,0
