About to execute sighandler
Reached start time
about to create threads
Created threadID[0]
list-id-none,1,1,4,3,88367,29455,0
list-id-none,1,2,4,6,107576,17929,0
list-id-none,1,4,4,12,118663,9888,0
list-id-none,1,8,4,24,103824,4326,0
list-id-none,1,16,4,48,112241,2338,0
list-id-none,4,1,4,12,155269,12939,0
list-id-none,4,2,4,24,130396,5433,0
list-id-none,4,4,4,48,176191,3670,0
list-id-none,4,8,4,96,134322,1399,0
list-id-none,4,16,4,192,207512,1080,0
list-id-none,8,1,4,24,273616,11400,0
list-id-none,8,2,4,48,349824,7288,0
list-id-none,8,4,4,96,287932,2999,0
list-id-none,8,8,4,192,288323,1501,0
list-id-none,8,16,4,384,313425,816,0
list-id-none,12,1,4,36,466592,12960,0
list-id-none,12,2,4,72,478323,6643,0
list-id-none,12,4,4,144,396474,2753,0
list-id-none,12,8,4,288,473589,1644,0
list-id-none,12,16,4,576,357119,619,0
list-id-none,16,1,4,48,448575,9345,0
list-id-none,16,2,4,96,445795,4643,0
list-id-none,16,4,4,192,503848,2624,0
list-id-none,16,8,4,384,583784,1520,0
list-id-none,16,16,4,768,562001,731,0
list-id-m,1,10,4,30,102647,3421,131
list-id-m,1,20,4,60,112972,1882,106
list-id-m,1,40,4,120,136053,1133,75
list-id-m,1,80,4,240,194556,810,71
list-id-m,4,10,4,120,154430,1286,101
list-id-m,4,20,4,240,207704,865,569
list-id-m,4,40,4,480,325608,678,801
list-id-m,4,80,4,960,513372,534,1098
list-id-m,8,10,4,240,272414,1135,1128
list-id-m,8,20,4,480,365070,760,1905
list-id-m,8,40,4,960,512846,534,2290
list-id-m,8,80,4,1920,847789,441,2175
list-id-m,12,10,4,360,379658,1054,382
list-id-m,12,20,4,720,832583,1156,7126
list-id-m,12,40,4,1440,1028523,714,6302
list-id-m,12,80,4,2880,1975833,686,7522
list-id-m,16,10,4,480,655985,1366,192
list-id-m,16,20,4,960,926932,965,7353
list-id-m,16,40,4,1920,1840451,958,13467
list-id-m,16,80,4,3840,2254377,587,8240
list-id-none,1,1,4,3,126068,42022,0
list-id-none,1,2,4,6,71962,11993,0
list-id-none,1,4,4,12,70993,5916,0
list-id-none,1,8,4,24,95699,3987,0
list-id-none,1,16,4,48,125664,2618,0
list-id-none,4,1,4,12,136984,11415,0
list-id-none,4,2,4,24,156832,6534,0
list-id-none,4,4,4,48,149895,3122,0
list-id-none,4,8,4,96,178325,1857,0
list-id-none,4,16,4,192,138315,720,0
list-id-none,8,1,4,24,266138,11089,0
list-id-none,8,2,4,48,305613,6366,0
list-id-none,8,4,4,96,279488,2911,0
list-id-none,8,8,4,192,305583,1591,0
list-id-none,8,16,4,384,314069,817,0
list-id-none,12,1,4,36,415607,11544,0
list-id-none,12,2,4,72,422544,5868,0
list-id-none,12,4,4,144,417299,2897,0
list-id-none,12,8,4,288,420660,1460,0
list-id-none,12,16,4,576,434501,754,0
list-id-none,16,1,4,48,508195,10587,0
list-id-none,16,2,4,96,535956,5582,0
list-id-none,16,4,4,192,512581,2669,0
list-id-none,16,8,4,384,513608,1337,0
list-id-none,16,16,4,768,547594,713,0
list-id-m,1,10,4,30,111252,3708,101
list-id-m,1,20,4,60,117997,1966,65
list-id-m,1,40,4,120,114857,957,55
list-id-m,1,80,4,240,176687,736,46
list-id-m,4,10,4,120,156536,1304,762
list-id-m,4,20,4,240,211286,880,364
list-id-m,4,40,4,480,309807,645,900
list-id-m,4,80,4,960,511301,532,915
list-id-m,8,10,4,240,283333,1180,439
list-id-m,8,20,4,480,492898,1026,1848
list-id-m,8,40,4,960,724687,754,2905
list-id-m,8,80,4,1920,1231664,641,3710
list-id-m,12,10,4,360,428715,1190,82
list-id-m,12,20,4,720,681772,946,5204
list-id-m,12,40,4,1440,1091394,757,6743
list-id-m,12,80,4,2880,1835537,637,6688
list-id-m,16,10,4,480,573104,1193,227
list-id-m,16,20,4,960,769064,801,4684
list-id-m,16,40,4,1920,1330759,693,7653
list-id-m,16,80,4,3840,2388609,622,9460
list-id-none,1,1,4,3,100597,33532,0
list-id-none,1,2,4,6,69600,11600,0
list-id-none,1,4,4,12,100793,8399,0
list-id-none,1,8,4,24,74243,3093,0
list-id-none,1,16,4,48,91832,1913,0
list-id-none,4,1,4,12,153401,12783,0
list-id-none,4,2,4,24,129307,5387,0
list-id-none,4,4,4,48,153789,3203,0
list-id-none,4,8,4,96,154406,1608,0
list-id-none,4,16,4,192,158050,823,0
list-id-none,8,1,4,24,271330,11305,0
list-id-none,8,2,4,48,220529,4594,0
list-id-none,8,4,4,96,256682,2673,0
list-id-none,8,8,4,192,273361,1423,0
list-id-none,8,16,4,384,296946,773,0
list-id-none,12,1,4,36,468144,13004,0
list-id-none,12,2,4,72,507925,7054,0
list-id-none,12,4,4,144,402946,2798,0
list-id-none,12,8,4,288,409588,1422,0
list-id-none,12,16,4,576,419027,727,0
list-id-none,16,1,4,48,608788,12683,0
list-id-none,16,2,4,96,601330,6263,0
list-id-none,16,4,4,192,547740,2852,0
list-id-none,16,8,4,384,498450,1298,0
list-id-none,16,16,4,768,563406,733,0
list-id-m,1,10,4,30,79726,2657,104
list-id-m,1,20,4,60,98298,1638,69
list-id-m,1,40,4,120,132207,1101,50
list-id-m,1,80,4,240,186627,777,65
list-id-m,4,10,4,120,158166,1318,86
list-id-m,4,20,4,240,211788,882,997
list-id-m,4,40,4,480,370993,772,1218
list-id-m,4,80,4,960,564166,587,1042
list-id-m,8,10,4,240,317694,1323,838
list-id-m,8,20,4,480,396570,826,2326
list-id-m,8,40,4,960,521402,543,1931
list-id-m,8,80,4,1920,947132,493,2494
list-id-m,12,10,4,360,487872,1355,93
list-id-m,12,20,4,720,572604,795,1498
list-id-m,12,40,4,1440,1028927,714,4953
list-id-m,12,80,4,2880,1841607,639,6778
list-id-m,16,10,4,480,606201,1262,88
list-id-m,16,20,4,960,862559,898,5471
list-id-m,16,40,4,1920,1629709,848,11847
list-id-m,16,80,4,3840,2473119,644,9846
list-id-s,1,10,4,30,102092,3403,0
list-id-s,1,20,4,60,119436,1990,0
list-id-s,1,40,4,120,141684,1180,0
list-id-s,1,80,4,240,167346,697,0
list-id-s,4,10,4,120,144517,1204,0
list-id-s,4,20,4,240,162524,677,0
list-id-s,4,40,4,480,242529,505,0
list-id-s,4,80,4,960,440660,459,0
list-id-s,8,10,4,240,297198,1238,0
list-id-s,8,20,4,480,252597,526,0
list-id-s,8,40,4,960,493834,514,0
list-id-s,8,80,4,1920,870225,453,0
list-id-s,12,10,4,360,478930,1330,0
list-id-s,12,20,4,720,461434,640,0
list-id-s,12,40,4,1440,790444,548,0
list-id-s,12,80,4,2880,1492212,518,0
list-id-s,16,10,4,480,621683,1295,0
list-id-s,16,20,4,960,616916,642,0
list-id-s,16,40,4,1920,1032131,537,0
list-id-s,16,80,4,3840,2165089,563,0
list-none-m,1,1000,1,3000,289117,96,37
list-none-m,1,1000,4,3000,301677,100,41
list-none-m,1,1000,8,3000,300289,100,37
list-none-m,1,1000,16,3000,290675,96,36
list-none-m,2,1000,1,6000,1274213,212,219
list-none-m,2,1000,4,6000,721140,120,122
list-none-m,2,1000,8,6000,1064761,177,199
list-none-m,2,1000,16,6000,1072595,178,194
list-none-m,4,1000,1,12000,3554753,296,908
list-none-m,4,1000,4,12000,2493243,207,525
list-none-m,4,1000,8,12000,1940735,161,375
list-none-m,4,1000,16,12000,1703944,141,316
list-none-m,8,1000,1,24000,8667039,361,2403
list-none-m,8,1000,4,24000,4746319,197,1152
list-none-m,8,1000,8,24000,3650736,152,812
list-none-m,8,1000,16,24000,2760981,115,556
list-none-m,12,1000,1,36000,12378739,343,3323
list-none-m,12,1000,4,36000,7490248,208,2071
list-none-m,12,1000,8,36000,5487201,152,1375
list-none-m,12,1000,16,36000,4572442,127,940
list-none-s,1,1000,1,3000,174632,58,0
list-none-s,1,1000,4,3000,180397,60,0
list-none-s,1,1000,8,3000,165566,55,0
list-none-s,1,1000,16,3000,172330,57,0
list-none-s,2,1000,1,6000,629203,104,0
list-none-s,2,1000,4,6000,698999,116,0
list-none-s,2,1000,8,6000,523125,87,0
list-none-s,2,1000,16,6000,444539,74,0
list-none-s,4,1000,1,12000,5141275,428,0
list-none-s,4,1000,4,12000,2172203,181,0
list-none-s,4,1000,8,12000,1473943,122,0
list-none-s,4,1000,16,12000,1057096,88,0
list-none-s,8,1000,1,24000,16584901,691,0
list-none-s,8,1000,4,24000,3668816,152,0
list-none-s,8,1000,8,24000,3278957,136,0
